"BAD";"LOAN";"MORTDUE";"VALUE";"REASON";"JOB";"YOJ";"DEROG";"DELINQ";"CLAGE";"NINQ";"CLNO";"DEBTINC"
1;16300;79087;102921;"DebtCon";"Sales";23;0;0;256.25308431;0;45;36.987085694
1;14000;65000;89000;"DebtCon";"Other";23;0;3;109.56666667;1;15;34.7734055545
0;27000;144901;178093;"DebtCon";"ProfExe";7;0;0;331.1139721;0;34;40.566551898
1;13200;65372;81426;"DebtCon";"Other";4;0;1;102.6208363;3;29;38.934169132
0;11800;38825;51984;"DebtCon";"Other";7;0;0;82.527794351;0;14;40.88273326
0;9300;65444;55350;"HomeImp";"Other";9;0;0;308.34033176;2;13;33.635525403
0;9400;49484;59137;"DebtCon";"Other";10;0;0;102.27267659;0;22;37.269131082
0;15600;75701;106389;"DebtCon";"ProfExe";0;0;0;278.68039442;2;21;40.108259064
1;11000;45000;63775;"DebtCon";"Other";14;0;0;173.16666667;0;18;34.7734055545
0;10200;51108;68673;"DebtCon";"Mgr";6;0;0;116.67936716;1;23;42.775643911
0;20300;37056;55027;"DebtCon";"Other";7;0;0;223.55369158;0;13;40.326049305
0;5700;26927;35461;"DebtCon";"Other";0;1;0;21.799352154;10;6;29.439664242
0;21000;67657;100606;"HomeImp";"Other";5;0;0;225.28527037;1;12;31.04430422
0;13000;65444;28981;"HomeImp";"Other";28;0;0;203.90285502;0;4;25.740930695
0;14200;44412;72946;"DebtCon";"ProfExe";19;0;0;196.1321341;0;15;23.773201872
0;24900;139241;171296;"DebtCon";"Other";6;1;0;220.68715833;0;19;35.591655668
0;28800;30357;56776;"DebtCon";"Other";35;0;0;294.42002143;0;22;37.537461252
0;11700;95411;117927;"DebtCon";"ProfExe";14;0;0;177.92669579;1;17;34.490564131
0;33900;231455;290039;"DebtCon";"ProfExe";4;0;0;222.87464794;0;30;16.689490797
0;21800;90065;122335;"DebtCon";"Self";3;0;0;212.69546756;1;26;34.84691939
0;20600;35530;105838;"HomeImp";"Other";7;0;0;106.162918;0;15;32.093866518
1;5900;106650;89000;"DebtCon";"Mgr";1;0;6;250.56666667;4;23;34.7734055545
0;13900;57700;74350;"DebtCon";"Other";8.5;0;0;173.5744163;1;20;34.7734055545
0;15500;59316;80837;"DebtCon";"Other";1;0;0;126.91272316;3;11;35.901463044
1;17200;50742;71000;"DebtCon";"Other";15;0;0;173.5744163;0;0;34.7734055545
0;20900;62615;87904;"DebtCon";"Office";5;0;0;177.86484921;1;15;36.831076151
0;28500;65444;41763;"DebtCon";"Other";12;1;0;92.866988596;1;13;21.901855997
0;18600;80970;101244;"DebtCon";"ProfExe";0;0;0;272.88259897;2;20;39.808993217
1;53600;208197;297280;"DebtCon";"ProfExe";4;1;1;160.48525117;2;29;41.646731499
0;16800;144756;183810;"DebtCon";"Mgr";11;0;0;243.54225494;0;20;26.733982835
0;6100;91704;114799;"HomeImp";"Office";22;0;0;129.25008957;1;12;36.746766237
1;11100;65444;26400;"HomeImp";"Other";8;0;0;173.5744163;2;0;34.7734055545
1;13900;56710;59348;"HomeImp";"Other";14;2;1;176.53032737;0;39;24.393714522
1;10000;48300;74600;"DebtCon";"Other";14;0;1;179.1;2;31;34.7734055545
1;25000;65444;72970;"DebtCon";"ProfExe";1.8;4;0;198.8;0;18;34.7734055545
0;8800;78953;93018;"DebtCon";"Mgr";7;0;0;110.72312997;0;22;28.289429173
0;24000;239568;266430;"HomeImp";"Self";7;0;0;243.73241747;3;50;35.871958946
0;17000;73644;107086;"DebtCon";"ProfExe";0;0;0;280.45334363;2;20;37.771957848
0;20000;56135;93234;"HomeImp";"ProfExe";18;0;0;630.03333333;1;24;34.7734055545
0;43500;65444;46571;"DebtCon";"Other";7;5;0;108.58663256;1;19;29.371299872
0;19000;107199;132723;"DebtCon";"ProfExe";7;0;0;91.371931685;0;13;31.442611616
0;12100;83557;98881;"HomeImp";"ProfExe";6;0;0;102.22570446;1;26;25.782787088
0;21600;152639;195661;"DebtCon";"ProfExe";14;0;0;127.7781102;0;24;29.153071493
0;13900;62103;80000;"DebtCon";"Office";5.5;0;0;120.7;1;20;34.7734055545
0;34800;139519;195663;"DebtCon";"ProfExe";22;0;0;182.66477215;0;22;36.955917364
0;34300;146171;196270;"DebtCon";"ProfExe";19;0;0;195.55580104;1;21;37.949593407
0;21700;58363;78411;"DebtCon";"Other";5;0;0;104.17477035;0;16;38.188435476
1;11000;122751;140000;"DebtCon";"Other";5;0;0;116.7;2;30;34.7734055545
0;10200;65444;64377;"HomeImp";"Other";7;0;0;347.24501311;0;6;37.774681559
0;18000;72152;102671;"HomeImp";"ProfExe";7;0;0;84.639348205;0;16;32.886875225
1;11200;56877;65125;"HomeImp";"Other";6;2;0;12.176928574;0;1;33.241218883
1;16500;67000;109500;"DebtCon";"Mgr";2;4;0;217.1;2;24;34.7734055545
0;23400;72262;94646;"DebtCon";"Other";2;0;0;105.99926564;1;29;31.8406351
0;9200;72859;88183;"DebtCon";"Mgr";8;0;0;105.65520523;0;23;29.007207774
0;14000;65444;58407;"DebtCon";"Other";8;0;0;107.53333333;0;15;34.7734055545
0;15300;82439;99896;"DebtCon";"ProfExe";1;0;0;281.20032907;1;21;39.408871403
0;26100;103949;208432;"DebtCon";"Other";23;0;0;202.59264703;0;18;23.290234477
0;28900;225000;285000;"DebtCon";"ProfExe";15;0;1;258.73333333;2;26;34.7734055545
0;26700;73468;108774;"DebtCon";"ProfExe";11;0;0;290.08059139;1;32;39.042204499
0;20100;36486;46883;"HomeImp";"Self";3;0;0;117.78337902;1;10;24.851456756
0;31600;15036;44220;"DebtCon";"Other";28;0;0;204.70091689;0;14;42.618223461
0;16200;49552;82523;"DebtCon";"Mgr";4;0;0;131.7057154;1;8;28.172032888
0;17500;51102;69532;"DebtCon";"Other";5;0;0;108.31608023;2;49;31.495945715
0;12600;55415;74307;"HomeImp";"Other";29;1;2;198.8467209;0;23;36.837741045
0;12800;77318;97616;"DebtCon";"Mgr";6;0;0;125.53480182;2;27;39.462663394
1;4400;53091;64074;"DebtCon";"Office";14;1;3;89.86105825;0;17;39.158084834
1;15900;89500;104200;"DebtCon";"ProfExe";15;0;3;183.63333333;0;37;34.7734055545
0;26200;141109;245422;"HomeImp";"ProfExe";28;0;0;343.78712232;1;18;38.113555937
0;2900;104373;120702;"HomeImp";"Office";2;0;0;101.54029753;0;13;29.915859028
0;6500;60000;70000;"DebtCon";"ProfExe";9;0;0;54.766666667;2;24;34.7734055545
0;9000;53177;56782;"HomeImp";"Other";9;0;0;106.50053701;3;33;40.084175502
0;22800;39166;84407;"DebtCon";"ProfExe";11;0;0;276.12197299;0;19;38.968366525
0;43000;18388;64896;"DebtCon";"Other";20;0;0;207.06646325;0;31;40.77787713
0;34300;89000;137000;"DebtCon";"Other";12;0;0;63.933333333;1;36;34.7734055545
0;15200;44414;60098;"DebtCon";"Other";4;1;0;105.74964198;2;9;27.375269408
0;6600;65444;46516;"HomeImp";"Other";0;0;0;173.5744163;0;0;14.845990728
0;19400;51360;76100;"DebtCon";"Office";1;0;0;222.83211812;0;11;36.263336197
1;22400;65444;139654;"DebtCon";"Office";10;0;0;173.5744163;1;20;35.236265235
0;8400;65444;39106;"HomeImp";"Other";7;0;1;80.075339194;0;10;35.683502202
1;13800;35807;40700;"DebtCon";"Other";1;0;0;91.266666667;1;17;34.7734055545
0;10300;65382;73817;"DebtCon";"Other";1;0;0;190.64814501;1;17;34.192891589
0;6000;79046;103048;"HomeImp";"Other";0;0;0;181.69653802;0;32;37.289989924
0;13800;73688;94071;"DebtCon";"Office";9;0;0;221.22314273;2;28;41.482142965
1;6300;59793;98314;"DebtCon";"Self";2.2;0;0;120.73333333;0;8;34.7734055545
0;69000;197587;295551;"DebtCon";"Self";10;0;0;211.77639117;3;24;30.356856518
1;6000;65444;89000;"HomeImp";"Office";13;0;2;122.76666667;1;23;34.7734055545
1;20000;161000;204000;"DebtCon";"ProfExe";5;3;7;205.93333333;5;25;34.7734055545
0;11900;78959;104371;"DebtCon";"Mgr";1;0;0;79.081397224;1;23;40.02421108
0;7500;11358;36892;"DebtCon";"Other";5;0;0;286.9228238;0;11;23.06292573
0;6500;75113;115900;"HomeImp";"Office";29;0;0;332.73333333;2;38;34.7734055545
0;26400;44333;68945;"DebtCon";"Office";18;0;0;173.49539211;2;21;32.349412052
1;22300;65444;135000;"DebtCon";"Office";9;0;0;173.5744163;1;20;34.7734055545
0;24300;70912;98353;"DebtCon";"ProfExe";9;1;0;126.2435974;3;26;36.372531415
1;36000;124000;176000;"DebtCon";"Other";21;0;0;257.7;5;35;34.7734055545
1;7500;39600;42000;"DebtCon";"Self";1;0;0;47.7;1;15;34.7734055545
0;7500;45864;57799;"DebtCon";"Other";7;0;0;65.57119786;1;16;33.865745347
0;23600;50424;70281;"DebtCon";"Other";24;0;0;312.73847118;4;31;35.771675924
0;23100;95352;115077;"DebtCon";"Other";24;0;0;253.32937133;0;26;39.816800565
1;3200;48603;61000;"HomeImp";"ProfExe";28;0;4;122.03333333;1;25;34.7734055545
0;22900;107241;138883;"DebtCon";"Mgr";9;1;0;201.7857441;5;18;41.140752079
0;21500;10193;75649;"DebtCon";"Office";7;0;0;247.81397141;0;22;39.148512421
1;18700;66003;82410;"DebtCon";"Mgr";0;1;0;85.77380757;1;23;51.517385302
0;15400;59518;91172;"DebtCon";"Office";2;0;0;159.00351063;0;25;24.990490702
0;8900;80334;87448;"DebtCon";"Mgr";18;0;0;279.87655021;0;23;38.513997448
